age,education.num,capital.gain,hours.per.week,>50k,workclass_Encoded,occupation_Encoded,race_Encoded,native.country_Encoded,marital.status_Encoded
22,7,0,40,0,2,7,4,38,4
31,9,0,40,0,2,5,4,38,4
28,10,0,40,0,2,0,4,38,5
53,13,0,40,0,2,3,2,38,2
45,14,0,50,1,2,3,4,38,0
71,1,0,10,0,2,2,2,38,6
19,9,0,40,0,0,11,4,38,1
34,13,0,40,0,1,9,4,38,0
36,9,0,45,0,2,0,4,38,2
40,9,0,40,0,2,7,4,38,3
90,10,0,40,0,2,0,4,32,5
56,15,0,16,0,2,3,4,38,2
21,9,0,40,0,2,9,4,38,4
48,13,0,45,1,2,3,4,38,2
45,10,0,27,0,2,0,4,38,5
46,9,0,40,1,2,6,4,38,2
64,6,0,35,0,2,7,4,38,5
29,14,0,40,0,1,9,1,35,4
22,9,0,30,0,2,12,4,10,0
47,9,0,48,1,2,13,4,21,2
43,9,0,40,0,2,5,4,38,2
42,10,0,40,0,2,11,4,38,2
53,7,0,40,0,2,7,4,38,0
17,8,0,8,0,2,7,4,38,4
28,9,0,30,0,2,5,4,38,4
24,10,0,40,0,2,11,4,38,4
40,9,0,45,0,2,0,4,38,5
30,14,0,40,0,1,0,4,38,4
24,7,0,40,0,2,6,4,38,4
26,14,0,40,0,2,11,4,38,2
38,10,0,38,0,2,11,4,38,0
30,9,0,40,1,2,12,4,38,2
33,13,0,50,0,2,3,4,38,2
40,9,0,60,1,2,11,4,38,2
63,9,0,98,0,4,4,4,38,2
23,4,0,36,0,2,2,4,38,4
56,9,0,40,0,2,2,2,38,0
42,11,0,60,0,4,3,4,38,2
40,9,0,40,0,2,2,4,1,4
52,9,0,35,0,2,6,2,38,0
28,13,0,40,0,2,0,4,38,4
35,6,0,70,0,2,13,4,38,2
43,9,0,35,0,4,2,4,38,4
29,15,0,50,1,4,9,4,21,4
23,13,0,25,0,2,6,4,38,4
34,10,0,40,0,2,7,2,38,4
19,9,0,40,0,2,7,4,38,4
47,7,0,40,0,2,6,2,38,2
37,10,0,40,0,4,4,4,38,2
25,9,0,35,0,2,11,2,38,4
75,10,0,35,1,2,3,4,38,2
24,9,0,40,0,2,2,4,38,2
28,13,0,20,0,5,12,1,38,4
17,7,0,16,0,1,7,4,38,4
31,9,0,40,0,2,2,2,38,4
31,1,0,35,0,2,7,4,25,4
45,13,0,55,1,2,9,4,38,2
31,9,0,42,0,2,2,4,38,4
27,13,0,42,1,2,9,4,38,2
34,13,0,30,0,2,10,2,38,2
26,9,0,40,0,2,6,2,38,4
53,10,0,40,0,2,9,4,38,2
60,13,0,35,1,2,3,4,38,2
49,14,0,50,0,1,9,4,38,5
40,10,0,40,0,2,3,4,38,0
48,6,0,80,0,3,4,4,38,2
23,13,0,50,0,2,9,4,38,4
42,11,0,40,1,2,9,4,38,2
37,9,0,85,0,4,4,4,38,4
27,9,0,45,0,2,2,4,38,4
38,10,0,44,1,2,3,4,38,2
27,9,0,35,0,2,2,4,20,4
75,9,0,40,0,2,0,4,38,6
49,13,0,52,1,3,11,4,38,2
27,10,0,20,0,2,11,4,38,4
36,13,0,50,0,4,4,4,25,4
35,9,0,35,0,2,5,4,38,0
36,9,0,40,1,2,11,4,38,2
53,7,0,40,0,2,2,2,38,2
27,10,0,40,0,2,0,2,38,4
61,10,0,44,1,2,11,4,38,2
29,9,0,56,0,2,6,4,38,0
40,10,0,35,0,5,0,2,38,0
37,14,0,40,1,2,3,4,38,4
22,5,0,30,0,2,5,4,38,4
43,10,0,40,0,3,3,4,38,2
55,9,0,30,0,4,4,4,38,2
28,10,0,40,0,2,0,4,38,0
23,13,0,30,0,2,7,4,38,4
64,7,0,40,1,1,2,2,38,2
46,10,0,40,0,2,5,4,38,4
29,10,0,40,0,2,2,4,38,4
44,14,0,48,0,2,3,1,18,2
20,10,0,25,0,2,9,4,38,4
62,10,0,40,0,4,11,4,38,0
49,11,0,35,0,2,3,4,3,4
29,6,0,40,0,2,4,0,38,2
35,13,0,60,0,4,11,4,23,2
39,7,0,30,0,1,13,4,38,2
39,13,0,45,0,2,3,4,38,4
37,9,0,32,0,2,6,4,38,0
31,4,0,40,0,2,6,4,38,2
55,4,0,60,0,2,2,4,38,2
38,10,0,40,0,2,7,4,38,5
33,10,0,25,0,2,11,4,38,0
25,12,0,40,0,2,0,4,38,4
37,11,0,52,0,2,12,4,38,0
49,10,0,35,0,2,12,4,38,0
26,9,0,40,0,2,2,4,38,4
35,9,0,43,0,2,2,4,38,2
44,9,0,60,0,3,11,4,38,2
37,14,0,45,1,2,3,4,38,5
42,13,0,45,1,2,9,4,38,2
28,9,0,40,1,2,5,4,38,2
40,13,0,40,0,5,0,4,38,2
55,13,0,40,1,0,9,4,38,2
21,9,0,65,0,2,4,4,38,4
49,10,0,40,0,2,3,2,38,4
51,16,0,40,1,5,9,4,38,2
51,13,0,40,1,2,2,4,38,2
45,9,0,40,0,4,2,4,8,2
28,9,0,45,0,2,6,4,38,2
22,10,0,40,0,2,7,4,38,4
28,14,0,40,0,5,3,4,38,2
60,9,0,40,0,2,6,4,38,6
47,10,0,75,1,2,2,4,38,2
30,9,0,60,0,2,0,4,38,1
61,14,0,60,1,2,11,4,38,2
71,13,0,6,0,1,9,4,38,6
42,9,0,40,0,2,0,4,38,0
44,8,0,55,0,1,2,4,38,2
46,10,0,60,1,4,11,4,38,2
50,15,0,52,1,1,3,2,38,4
27,13,0,9,0,5,9,4,38,4
21,10,0,40,0,2,0,4,25,4
25,9,0,35,0,2,5,4,38,4
54,10,0,30,0,2,0,4,38,0
31,13,0,40,0,2,11,4,38,4
53,10,0,30,0,4,4,4,38,2
48,13,0,44,0,2,11,4,38,0
30,10,0,56,1,2,13,4,38,2
35,9,0,60,0,2,5,4,38,2
42,9,0,50,0,4,3,4,38,2
34,9,0,40,0,4,6,4,38,2
59,9,0,40,1,2,11,4,38,2
69,6,0,20,0,1,3,4,38,2
29,10,0,40,0,2,0,4,38,4
40,9,0,40,0,2,13,4,38,2
21,10,0,15,0,2,7,4,38,4
40,12,0,40,0,2,9,4,38,0
43,10,0,40,0,2,2,4,38,2
36,9,0,40,0,2,5,4,38,0
41,9,0,40,1,2,9,1,23,3
20,10,0,30,0,2,13,4,38,4
41,13,0,40,0,1,0,4,38,6
34,10,0,50,0,2,3,4,38,0
48,7,0,40,0,2,7,2,38,0
27,9,0,40,0,2,3,4,38,4
27,9,0,40,0,2,2,2,38,4
20,10,0,40,0,2,11,4,38,4
18,10,0,15,0,2,11,4,38,4
32,13,0,40,0,2,11,4,38,2
38,14,0,60,1,2,3,4,38,2
23,10,0,40,0,5,7,4,38,4
28,13,0,45,1,2,3,4,38,2
40,15,0,38,1,5,9,4,38,2
35,9,0,40,0,2,6,4,38,0
74,10,0,40,0,3,3,4,38,6
28,9,0,40,0,2,2,4,38,4
23,10,0,30,0,2,5,4,38,4
44,9,0,56,0,2,6,2,38,0
46,9,0,25,0,1,0,4,38,0
40,10,0,40,0,2,0,4,38,5
48,13,0,40,1,3,3,4,38,2
46,13,0,70,0,1,9,4,38,2
48,13,0,40,1,3,3,4,38,2
24,13,0,40,0,1,9,4,38,4
45,10,0,40,0,5,9,4,38,0
18,8,0,35,0,2,11,4,38,4
39,9,0,40,0,2,6,4,38,2
22,10,0,40,0,2,6,4,38,0
20,10,0,20,0,2,7,4,38,4
28,10,0,40,0,2,11,4,38,2
18,10,0,20,0,2,11,4,38,4
24,13,0,40,0,0,9,1,38,4
45,16,0,56,1,2,9,4,38,2
24,9,0,40,0,2,0,4,38,4
20,10,0,30,0,2,7,4,38,4
52,13,0,60,0,3,11,4,38,2
19,3,0,36,0,2,4,4,25,4
54,10,0,40,0,2,0,4,38,0
21,10,0,40,0,2,2,4,38,4
26,9,0,40,1,2,0,4,38,2
42,11,0,40,0,2,0,4,38,0
19,10,0,40,0,2,0,4,38,4
44,9,0,40,0,5,0,4,38,2
25,13,0,55,0,2,3,4,38,4
26,10,0,40,0,2,6,4,38,2
64,12,0,40,1,0,9,4,38,5
41,7,0,40,0,2,7,3,38,0
43,10,0,40,0,2,13,4,38,2
48,13,0,44,1,0,9,4,38,2
60,9,0,40,0,2,13,4,38,2
45,10,0,50,0,4,4,4,38,4
37,9,0,40,0,0,0,4,38,0
22,10,0,30,0,2,0,4,38,4
44,9,0,65,1,2,2,4,38,2
27,9,0,50,0,2,2,4,38,2
47,9,0,40,0,1,2,4,38,2
40,13,0,50,1,2,3,4,38,2
41,9,0,40,0,2,11,4,38,2
26,13,0,40,0,2,9,4,38,4
47,10,0,40,0,2,3,1,38,2
55,9,0,45,0,3,3,4,38,2
38,9,0,40,0,2,5,4,38,2
24,13,0,15,0,5,9,4,38,4
64,16,0,25,1,4,3,4,38,2
56,13,0,40,1,0,9,4,38,2
41,9,0,49,1,2,11,4,38,2
33,15,0,42,1,2,9,4,38,4
21,10,0,40,0,2,7,4,38,2
59,9,0,40,0,1,2,2,38,6
58,11,0,40,1,2,3,4,10,2
43,14,0,40,0,1,9,4,38,0
21,9,0,40,0,2,2,2,38,4
45,9,0,40,0,2,6,4,38,4
53,9,0,50,1,1,3,4,38,2
27,6,0,40,0,2,3,4,25,2
38,14,0,35,1,2,9,4,38,2
31,13,0,70,1,2,3,4,38,2
41,9,0,35,0,2,13,4,38,2
22,10,0,40,0,5,0,4,38,4
43,14,0,60,0,4,11,4,38,2
41,10,0,40,0,5,9,4,38,4
27,10,0,35,0,2,5,4,38,2
41,10,0,40,0,1,3,4,38,2
49,13,0,40,1,2,0,4,38,2
20,9,0,45,0,2,5,4,38,4
58,9,0,45,0,4,7,4,38,3
35,8,0,40,0,4,7,2,37,4
30,9,0,40,1,1,10,4,38,2
21,9,0,40,0,2,2,4,38,4
29,12,0,45,0,2,6,4,38,4
40,9,0,40,0,2,11,4,38,6
54,13,0,40,1,5,9,1,38,4
35,13,0,60,1,2,11,4,38,2
35,13,0,50,0,2,11,4,38,2
59,9,0,40,0,2,11,2,38,5
43,10,0,50,0,3,6,4,38,2
39,6,0,60,1,2,2,4,38,2
51,4,0,30,0,2,6,2,38,5
33,8,0,40,0,2,6,2,38,0
28,9,0,35,0,2,7,2,38,0
30,9,0,40,0,2,11,4,38,3
20,3,0,40,0,2,4,4,25,3
51,9,0,50,0,3,11,4,38,2
39,9,0,40,1,2,6,4,38,2
62,10,0,40,1,2,11,1,38,2
28,5,0,50,0,2,6,4,5,4
23,9,0,48,0,2,11,1,34,4
39,13,0,30,0,2,11,4,38,2
50,13,0,65,1,3,11,4,38,6
31,4,0,40,0,2,2,4,38,4
47,6,0,40,0,2,6,4,38,6
59,9,0,18,0,2,9,4,38,6
32,12,0,40,0,2,5,4,38,2
74,9,0,17,0,0,7,4,38,6
22,10,0,35,0,2,0,4,38,4
32,10,0,55,0,2,2,4,11,2
34,13,0,50,1,2,4,4,38,2
59,13,0,60,1,2,2,4,38,2
36,13,0,50,1,2,11,4,38,2
59,7,0,40,0,2,0,4,38,0
47,13,0,70,1,3,3,4,38,0
25,10,0,35,0,4,2,4,38,4
44,13,0,65,0,2,0,2,38,0
58,6,0,40,0,1,13,4,38,2
45,4,0,48,0,2,6,4,38,0
47,13,0,35,1,2,3,2,38,2
52,9,0,40,0,2,6,4,38,0
34,9,0,35,0,2,7,2,38,4
36,4,0,35,0,4,2,4,38,2
41,9,0,40,0,2,2,4,30,3
30,10,0,40,0,2,9,4,25,4
44,13,0,40,0,2,3,3,32,2
34,10,0,40,0,2,7,4,38,4
41,10,0,40,0,2,7,2,38,5
29,9,0,40,0,2,5,4,38,4
25,5,0,48,0,2,6,4,25,4
42,13,0,40,0,1,9,4,38,5
26,11,0,55,0,2,11,4,38,4
46,13,0,45,0,3,11,4,38,2
49,7,0,40,0,5,0,4,38,2
23,10,0,20,0,2,11,2,38,4
46,13,0,40,1,1,9,4,38,4
30,9,0,55,0,2,5,4,38,4
49,9,0,40,1,4,2,4,38,2
19,9,0,50,0,2,5,4,38,4
26,9,0,40,0,2,2,4,38,4
38,9,0,40,1,4,13,4,38,2
31,10,0,43,0,2,0,4,38,4
36,12,0,50,0,3,3,4,38,5
31,13,0,60,1,2,3,4,38,2
30,13,0,40,0,2,12,4,38,2
37,9,0,40,1,2,9,4,38,2
30,13,0,50,1,2,9,2,38,4
73,6,0,10,0,2,7,4,38,6
38,14,0,40,1,0,3,4,38,2
30,6,0,50,0,2,2,4,38,4
33,9,0,50,1,2,2,4,38,2
58,10,0,46,0,2,0,4,38,0
34,14,0,50,0,1,9,4,38,4
35,9,0,40,0,2,2,4,38,2
59,9,0,40,1,0,2,4,38,2
45,13,0,40,0,2,3,4,38,0
27,10,0,48,0,2,13,4,38,4
31,16,0,50,1,1,9,4,25,4
45,10,0,50,0,2,4,4,38,4
40,9,0,25,0,2,7,4,38,5
27,15,0,40,0,2,0,4,38,2
19,9,0,20,0,2,7,4,38,4
29,3,0,25,0,2,7,4,25,4
34,10,0,72,0,3,4,4,38,2
32,12,0,40,0,5,2,4,38,2
49,7,0,40,0,2,2,4,4,2
33,7,0,40,1,2,3,4,38,0
62,13,0,50,1,2,9,4,38,2
39,9,0,40,0,4,3,4,38,2
43,9,0,40,0,2,3,4,38,0
22,10,0,60,0,2,12,4,38,4
24,9,0,45,0,2,13,4,38,2
25,10,0,40,0,2,7,2,38,4
19,10,0,28,0,2,11,4,38,4
31,12,0,41,0,2,0,4,38,0
53,7,0,40,0,2,2,4,38,0
61,9,0,3,0,2,0,4,38,2
47,13,0,40,0,2,7,4,7,2
37,9,0,45,0,2,0,4,38,0
50,13,0,30,0,4,3,4,38,0
27,10,0,44,0,2,11,4,38,4
58,9,0,40,0,2,0,4,38,0
43,9,0,40,0,2,5,2,38,2
39,12,0,40,0,2,0,4,38,2
36,10,0,35,0,2,11,4,38,4
56,13,0,50,0,2,9,4,38,2
26,9,0,55,0,2,4,4,38,2
23,13,0,38,0,2,9,4,38,4
47,7,0,40,0,2,13,2,38,4
68,8,0,30,0,2,11,4,38,6
47,10,0,40,0,1,10,2,38,4
26,10,0,60,0,2,3,4,38,2
46,10,0,40,0,2,0,4,38,4
37,12,0,50,1,2,12,4,38,2
37,10,0,45,0,2,2,4,38,2
43,10,0,42,0,2,13,4,38,2
59,14,0,40,0,2,9,4,38,6
39,9,0,40,0,2,0,4,38,0
63,10,0,16,0,2,9,4,38,2
45,13,0,60,1,2,9,4,38,2
59,13,0,40,0,2,0,4,38,0
26,9,0,40,0,2,12,4,38,4
34,9,0,40,0,2,0,4,38,0
41,9,0,40,1,2,2,4,38,2
26,9,0,40,0,2,5,2,38,4
53,9,0,40,0,2,6,4,38,0
33,9,0,35,1,2,0,4,38,2
46,13,0,50,1,2,3,4,38,2
31,9,0,40,0,2,2,4,38,6
24,9,0,40,0,2,7,4,38,5
57,9,0,62,0,1,0,4,38,0
40,9,0,47,0,2,7,4,38,5
20,10,0,26,0,2,0,4,38,4
45,7,0,40,0,2,6,2,38,4
27,11,0,40,0,2,0,4,38,5
36,3,0,40,0,2,2,4,25,3
30,9,0,40,0,2,2,4,10,2
36,13,0,40,1,2,9,4,38,2
25,9,0,40,0,2,4,3,25,3
31,9,0,40,0,2,0,4,38,2
26,7,0,20,0,2,5,4,38,4
25,13,0,40,0,2,9,4,38,4
29,11,0,40,0,2,0,4,38,4
41,9,0,40,1,2,0,4,38,2
35,14,0,40,1,2,3,4,38,4
57,13,0,40,1,3,11,4,38,2
21,7,0,40,0,2,8,4,25,4
29,6,0,32,0,2,7,2,38,4
36,10,0,40,0,2,3,4,38,2
20,10,0,25,0,2,0,4,38,4
51,13,0,40,1,2,3,4,38,2
39,7,0,40,0,2,6,4,38,2
61,9,0,50,0,2,3,4,38,2
38,15,0,60,0,2,9,4,38,2
21,9,0,35,0,2,7,4,38,5
40,9,0,40,0,2,12,4,38,0
46,6,0,45,0,2,2,4,38,2
21,10,0,54,0,2,2,4,38,2
35,6,0,50,0,4,13,2,38,2
39,13,0,40,0,2,11,4,38,2
38,9,0,60,0,4,2,4,38,2
30,9,0,40,0,2,0,4,38,5
28,5,0,40,0,2,6,3,25,4
32,13,0,40,1,2,3,4,38,2
46,11,0,40,1,4,2,4,38,2
40,11,0,40,0,2,2,4,38,2
44,6,0,40,0,2,13,4,38,2
46,13,0,40,1,4,4,4,38,2
20,10,0,20,0,2,7,4,38,4
44,13,0,45,0,2,9,4,38,2
33,11,0,45,0,2,4,4,38,2
18,9,0,30,0,2,7,4,38,4
61,15,0,40,1,3,9,4,38,5
50,13,0,40,0,5,3,4,38,4
47,9,0,40,0,0,6,2,38,4
34,13,0,50,1,2,3,4,38,2
53,9,0,60,0,2,13,2,38,2
39,10,0,40,0,4,2,4,38,2
58,9,0,40,1,2,2,4,38,2
26,7,0,50,0,2,4,4,38,4
41,3,0,40,0,2,0,4,25,2
47,10,0,40,0,1,3,4,38,2
31,11,0,40,0,2,6,0,38,2
52,10,0,40,1,2,3,4,38,2
29,12,0,50,1,2,11,4,38,2
43,5,0,50,0,2,5,2,38,5
42,14,0,40,1,0,3,4,38,2
35,10,0,30,0,2,6,2,38,4
52,10,0,40,0,4,2,4,38,2
61,10,0,40,0,2,2,4,38,2
39,9,0,40,0,1,3,4,38,5
19,10,0,25,0,2,11,4,38,4
39,10,0,45,0,2,3,4,38,4
22,10,0,50,0,2,7,4,38,4
30,9,0,40,0,5,0,4,38,5
40,11,0,32,0,2,7,4,38,0
37,3,0,36,0,2,4,4,25,2
23,12,0,20,0,2,7,4,38,4
39,12,0,59,0,1,9,4,38,0
54,14,0,40,0,2,11,4,38,2
46,10,0,60,0,3,11,4,38,2
20,10,0,40,0,2,13,4,38,4
50,13,0,50,1,4,12,4,38,2
17,6,0,15,0,2,11,4,38,4
36,9,0,40,0,2,6,4,38,2
37,9,0,45,0,2,11,4,38,2
53,9,0,38,0,2,7,4,38,0
50,9,0,40,1,2,13,4,38,2
38,9,0,40,0,2,2,4,38,2
63,9,0,32,0,4,2,4,38,2
53,9,0,50,1,2,2,4,38,2
23,10,0,50,0,3,9,4,38,4
20,9,0,43,0,2,5,4,38,4
46,10,0,40,1,2,2,2,38,2
28,6,0,40,0,2,7,0,25,4
59,14,0,50,0,2,9,4,38,0
41,13,0,40,1,2,3,4,38,2
33,1,0,40,0,2,4,4,25,2
56,8,0,40,0,2,2,4,21,2
31,13,0,50,0,1,3,4,38,4
41,11,0,50,0,2,11,4,38,0
25,12,0,40,0,5,0,4,38,4
49,13,0,40,0,1,9,2,38,0
39,10,0,40,0,2,6,4,38,4
21,10,0,25,0,2,9,4,38,4
35,13,0,40,0,2,11,4,38,2
38,9,0,40,1,2,2,4,38,2
31,9,0,55,0,2,13,4,38,0
17,7,0,20,0,3,9,4,38,4
25,13,0,40,0,1,9,4,38,4
39,14,0,55,1,2,3,4,38,2
50,4,0,40,0,2,6,4,38,2
38,13,0,20,1,1,9,4,38,2
50,10,0,60,0,2,11,4,38,2
63,6,0,40,0,2,3,4,38,2
31,9,0,50,0,2,13,4,38,2
23,13,0,40,0,2,9,4,38,4
18,10,0,20,0,2,7,4,38,4
43,13,0,48,0,1,9,4,38,0
34,10,0,50,1,2,3,4,38,2
18,7,0,35,0,2,11,4,38,4
35,13,0,40,1,2,11,4,38,4
46,14,0,38,0,5,3,4,38,4
31,4,0,30,0,2,5,4,31,4
27,9,0,37,0,2,11,4,38,0
41,14,0,40,0,2,9,4,8,2
55,13,0,40,1,2,3,4,38,2
44,9,0,40,0,2,6,4,38,4
36,11,0,40,1,2,9,4,38,2
33,10,0,40,0,2,0,4,38,4
30,11,0,40,0,2,9,4,38,2
35,9,0,16,1,2,7,4,38,2
25,13,0,40,1,2,3,4,38,4
18,7,0,15,0,2,7,2,38,4
35,10,0,60,1,4,2,4,38,2
20,9,0,50,0,2,5,4,38,2
46,13,0,40,0,2,12,4,38,2
31,13,0,36,0,2,9,4,38,4
31,13,0,40,0,2,3,4,38,4
32,16,0,40,0,4,3,4,38,2
23,10,0,40,0,4,0,4,38,0
25,14,0,40,0,1,10,4,38,4
37,10,0,50,0,2,13,4,38,2
18,10,0,20,0,2,11,4,38,4
55,9,0,38,0,2,11,4,38,6
52,5,0,40,0,2,2,4,4,0
26,9,0,40,0,2,0,4,38,4
37,10,0,40,1,2,12,4,38,4
39,9,0,45,0,2,3,4,38,0
62,13,0,40,1,4,9,4,38,0
47,9,0,45,1,2,2,4,38,2
51,13,0,40,1,1,10,4,38,2
55,9,0,40,0,2,7,4,38,0
30,9,0,35,0,2,2,4,38,2
59,10,0,36,0,0,2,4,38,2
45,6,0,65,0,4,2,4,38,2
21,9,0,20,0,2,5,4,38,4
31,9,0,55,0,2,6,4,38,2
29,10,0,40,0,2,0,2,38,4
24,9,0,40,0,2,5,4,38,2
17,6,0,24,0,2,7,4,38,4
47,9,0,40,0,2,6,2,38,0
46,10,0,50,1,2,11,4,38,2
63,8,0,40,0,2,13,4,4,2
21,10,0,25,0,2,7,4,38,4
18,9,0,36,0,2,7,2,38,4
49,16,0,50,1,5,3,4,38,2
81,9,0,20,0,4,0,4,38,6
36,12,0,40,1,3,3,4,38,2
47,9,0,40,1,2,2,4,38,2
36,14,0,50,1,2,11,4,38,2
39,11,0,60,0,4,4,4,38,2
46,13,0,35,0,2,11,4,38,4
39,13,0,35,0,1,0,4,38,0
29,10,0,40,0,2,11,4,38,5
23,9,0,16,0,2,5,2,38,4
57,6,0,43,0,2,2,4,38,2
38,9,0,42,0,4,11,2,38,4
25,13,0,40,0,2,11,4,38,4
39,10,0,40,0,1,3,4,38,2
24,10,0,40,0,2,11,2,22,4
39,8,0,40,0,2,11,4,38,0
23,11,0,60,0,2,11,4,38,4
41,13,0,50,0,2,0,1,38,4
24,13,0,50,0,1,9,4,38,4
30,9,0,60,0,3,7,4,38,0
56,9,0,32,0,2,6,4,38,4
51,9,0,38,0,2,2,4,38,0
57,10,0,55,0,4,3,4,38,2
34,10,0,40,0,2,7,4,38,0
24,13,0,40,0,2,9,4,38,4
57,9,0,40,0,2,6,4,38,2
38,9,0,40,1,2,6,4,38,2
23,9,0,40,0,2,12,4,38,4
35,4,0,40,0,2,6,4,25,2
58,9,0,52,0,2,2,4,38,2
17,7,0,20,0,2,7,4,38,4
37,16,0,99,1,3,9,2,38,2
63,9,0,40,1,2,2,4,38,2
31,10,0,50,0,2,13,4,38,3
29,9,0,40,0,2,7,4,38,2
27,15,0,65,1,2,9,4,38,4
25,9,0,32,0,4,7,4,38,4
28,9,0,40,0,2,9,4,38,4
54,9,0,35,0,2,11,4,38,0
31,10,0,32,0,1,3,0,38,4
23,10,0,48,0,2,12,4,38,4
19,13,0,30,0,2,9,4,38,4
27,11,0,36,1,3,7,4,38,2
19,10,0,20,0,2,0,2,38,4
25,9,0,35,0,1,0,0,38,0
40,10,0,48,1,2,12,4,38,2
53,7,0,37,0,2,7,4,38,0
32,13,0,45,0,2,9,4,38,4
61,4,0,40,0,2,13,4,38,2
42,9,0,40,0,2,11,4,38,2
73,9,0,16,0,2,13,4,1,2
41,10,0,40,0,4,2,4,38,5
23,10,0,20,0,2,6,2,22,4
23,9,0,40,0,2,9,4,1,4
65,11,0,15,0,2,0,4,38,2
45,9,0,50,0,3,11,4,38,2
24,13,0,27,0,1,0,2,38,4
23,11,0,40,0,2,2,4,38,2
30,10,0,40,0,2,12,4,38,0
26,13,0,40,0,2,3,4,38,4
37,9,0,56,0,4,4,4,38,0
17,9,0,40,0,2,7,4,38,4
31,9,0,40,0,2,11,4,38,2
52,9,0,40,0,2,0,4,38,5
63,13,0,27,0,2,11,4,38,4
27,9,0,60,0,2,8,4,38,4
71,9,0,35,0,4,0,4,38,6
35,13,0,60,0,2,3,4,38,2
44,9,0,38,0,2,0,4,38,2
36,14,0,40,0,2,9,1,2,2
22,13,0,20,0,2,3,4,38,4
30,13,0,40,0,1,9,4,38,0
25,10,0,40,0,2,0,4,38,4
76,4,0,12,0,2,10,4,38,6
41,9,0,40,0,2,2,4,38,0
26,4,0,40,0,2,6,3,38,2
32,10,0,40,0,2,0,4,38,0
22,9,0,40,0,2,2,4,38,4
63,13,0,40,0,4,13,4,38,4
23,12,0,40,0,2,13,4,38,4
61,6,0,40,0,2,6,4,38,2
31,11,0,40,0,5,2,4,38,2
25,5,0,45,0,2,6,4,38,2
39,9,0,36,0,2,11,4,38,2
53,13,0,40,0,2,6,1,2,2
26,13,0,40,0,0,3,4,38,4
21,10,0,32,0,2,7,4,38,4
18,9,0,40,0,2,0,2,38,4
31,9,0,50,0,2,2,4,38,0
44,9,0,40,1,2,13,4,38,2
43,9,0,44,0,2,6,4,25,2
21,10,0,30,0,2,11,2,38,4
30,9,0,40,1,2,5,4,38,2
55,9,0,60,0,2,13,4,38,2
57,10,0,40,0,2,0,4,38,4
37,9,0,50,0,2,4,4,38,4
32,9,0,40,1,2,6,4,38,2
62,13,0,60,1,4,9,4,38,2
31,13,0,40,1,4,11,2,38,4
51,13,0,50,1,2,3,4,9,2
45,3,0,38,0,2,13,4,25,2
47,10,0,40,0,2,6,4,38,2
75,7,0,30,0,4,3,4,38,2
43,14,0,50,0,2,9,3,38,2
30,13,0,40,1,2,9,4,38,2
27,3,0,40,0,2,5,4,12,4
44,9,0,40,0,2,6,0,38,2
53,14,0,35,1,1,9,4,38,0
40,13,0,40,0,2,0,4,38,2
18,7,0,20,0,2,11,4,38,4
33,13,0,40,0,2,10,2,8,2
20,9,0,40,0,2,11,4,38,4
38,10,0,50,0,2,3,2,38,2
48,9,0,35,0,2,0,4,38,0
46,9,0,40,0,4,3,4,38,2
51,9,0,40,0,2,2,4,38,2
35,9,0,30,0,4,7,4,38,4
24,4,0,40,0,2,5,4,25,4
30,10,0,50,0,2,5,4,38,0
70,9,0,30,0,2,3,4,38,2
26,9,0,44,0,2,13,4,38,2
46,9,0,40,1,2,2,4,38,2
70,9,0,5,0,2,0,4,38,2
37,10,0,40,0,1,7,4,38,2
36,10,0,35,0,4,11,4,38,0
23,5,0,40,0,2,6,4,25,4
44,10,0,50,1,4,3,4,38,2
53,10,0,60,1,2,3,4,38,2
23,10,0,40,0,2,5,4,38,2
26,9,0,40,0,2,2,2,38,4
34,14,0,50,0,1,9,4,38,0
43,7,0,40,0,2,2,4,38,2
22,10,0,20,0,2,7,2,38,4
36,9,0,40,0,2,0,1,39,2
42,10,0,60,0,4,4,4,38,2
27,11,0,35,0,2,0,4,38,4
41,9,0,40,0,2,10,4,38,0
32,13,0,40,1,2,3,1,2,2
21,10,0,20,0,2,0,1,38,4
44,13,0,50,1,2,3,2,38,2
29,13,0,40,0,2,3,4,38,4
19,10,0,22,0,4,7,4,38,4
21,10,0,40,0,1,0,4,12,4
46,9,0,40,0,2,13,4,38,2
38,13,0,55,1,2,3,4,38,2
43,10,0,48,1,2,0,4,38,4
54,9,0,50,1,3,11,4,38,2
50,9,0,40,1,2,0,4,38,2
30,11,0,36,1,2,9,4,38,2
30,5,0,40,0,2,2,4,38,2
28,9,0,35,0,1,3,0,38,4
26,11,0,45,0,2,0,4,38,4
37,10,0,43,0,0,2,4,38,2
64,14,0,5,1,5,9,4,38,2
18,9,0,28,0,2,11,4,38,4
30,10,0,30,0,2,0,4,38,2
18,7,0,30,0,2,7,2,38,4
27,9,0,40,0,2,2,4,38,2
49,5,0,40,0,2,7,4,38,2
46,9,0,43,1,5,7,4,38,2
37,9,0,40,0,2,0,4,38,2
30,10,0,40,0,2,13,4,38,0
29,9,0,30,0,2,9,3,10,0
25,9,0,30,0,4,4,4,38,2
38,9,0,30,0,2,8,2,38,5
35,10,0,50,0,2,2,4,38,2
56,14,0,80,1,2,0,4,38,2
29,10,0,40,0,2,3,4,38,0
41,9,0,40,0,2,12,4,38,2
47,9,0,40,0,2,6,4,38,2
23,13,0,40,0,2,0,1,38,4
